Window,Throughput (bits),Avg HoL Delay (s),Dropped
772,1.24585e+06,0.447778,2340
773,1.25022e+06,0.444874,2210
774,1.26149e+06,0.307541,2173
775,1.21368e+06,0.299701,2194
776,1.21487e+06,0.270374,2341
777,1.28086e+06,0.355626,2301
778,1.33334e+06,0.284523,2346
779,1.29163e+06,0.252723,2431
780,1.33065e+06,0.244162,2261
781,1.30862e+06,0.50269,2253
782,1.19505e+06,4.33335,2193
783,1.25091e+06,8.33705,2044
784,1.2692e+06,0.326643,2183
785,1.2215e+06,0.303253,2318
786,1.28372e+06,0.308896,2339
787,1.29808e+06,0.354242,2348
788,1.22009e+06,0.32166,2293
789,1.32223e+06,0.290481,2316
790,1.24677e+06,0.397463,2379
791,1.34626e+06,0.389785,2343
792,1.15419e+06,0.244607,2373
793,1.28645e+06,0.313131,2290
794,1.17965e+06,0.259329,2371
795,1.20754e+06,0.261497,2303
796,1.2647e+06,0.298466,2389
797,1.21024e+06,0.443915,2321
798,1.26956e+06,0.484649,2309
799,1.34394e+06,0.273291,2405
800,1.21673e+06,0.219528,2291
801,1.32109e+06,0.284844,2271
802,1.30947e+06,0.171221,2384
803,1.30879e+06,0.159257,2308
804,1.28511e+06,0.412357,2326
805,1.2586e+06,0.83862,2219
806,1.34372e+06,1.47853,2171
807,1.30279e+06,0.0994684,2369
808,1.2569e+06,0.321966,2210
809,1.22995e+06,0.411913,2300
810,1.2828e+06,15.2916,2038
811,1.30599e+06,7.29187,2012
812,1.28869e+06,0.263194,2148
813,1.21399e+06,0.264514,2218
814,1.47063e+06,0.240279,2252
815,1.19996e+06,0.159793,2508
816,1.22801e+06,0.285112,2359
817,1.31879e+06,0.308514,2291
818,1.30971e+06,0.563891,2010
819,1.2618e+06,0.625105,1959
820,1.25218e+06,0.373763,2010
821,1.31636e+06,0.406967,2127
822,1.36319e+06,0.350088,2118
823,1.32197e+06,0.329433,2231
824,1.46678e+06,0.321978,2250
825,1.29046e+06,0.393534,2050
826,1.28514e+06,0.353531,2130
827,1.31193e+06,0.350008,2231
828,1.16304e+06,0.313355,2245
829,1.35765e+06,0.27619,2408
830,1.24497e+06,0.260201,2407
831,1.37224e+06,0.468529,2209
832,1.27686e+06,0.340642,2229
833,1.26348e+06,0.394296,2213
834,1.32805e+06,0.518395,2089
835,1.32936e+06,0.521289,2012
836,1.16831e+06,0.308631,2363
837,1.25341e+06,0.330649,2359
838,1.2891e+06,0.43286,2349
839,1.30317e+06,0.581777,2279
840,1.28288e+06,0.34139,2193
841,1.25072e+06,0.305056,2296
842,1.31789e+06,0.330079,2290
843,1.34626e+06,0.390543,2246
844,1.40217e+06,0.517175,2207
845,1.25876e+06,0.438132,2168
846,1.30177e+06,0.412019,2294
847,1.34992e+06,0.790317,2083
848,1.31827e+06,0.328796,2221
849,1.28324e+06,0.390038,2179
850,1.31616e+06,0.299789,2123
851,1.21318e+06,0.440359,2263
852,1.24044e+06,1.24973,2053
853,1.35632e+06,0.411057,2226
854,1.38131e+06,0.273552,2355
855,1.31676e+06,0.329366,2277
856,1.26165e+06,0.358151,2290
857,1.24155e+06,0.439594,2254
858,1.20709e+06,0.486755,2128
859,1.22447e+06,0.2982,2182
860,1.24389e+06,0.379487,2168
861,1.30269e+06,0.328003,2258
862,1.31241e+06,0.306949,2366
863,1.315e+06,0.249809,2309
864,1.36003e+06,0.319738,2328
865,1.2474e+06,0.581575,2110
866,1.25573e+06,0.32815,2047
867,1.22861e+06,0.633831,2180
868,1.23057e+06,0.388864,2266
869,1.22153e+06,0.463208,2278
870,1.33881e+06,0.422422,2201
871,1.23895e+06,0.430303,2216
872,1.39611e+06,0.378653,2269
873,1.24446e+06,0.461587,2131
874,1.2762e+06,0.394607,2252
875,1.30318e+06,0.381419,2250
876,1.34287e+06,0.423743,2207
877,1.17063e+06,0.422762,2360
878,1.3395e+06,0.379486,2365
879,1.41066e+06,0.415433,2402
880,1.28248e+06,0.459567,2289
881,1.21609e+06,0.345175,2241
882,1.20862e+06,0.325222,2353
883,1.36634e+06,0.308668,2425
884,1.37097e+06,0.267635,2474
885,1.17875e+06,0.382722,2206
886,1.19229e+06,0.51372,2267
887,1.31165e+06,0.489795,2260
888,1.32035e+06,0.360653,2156
889,1.2588e+06,0.307432,2199
890,1.27937e+06,0.242766,2401
891,1.28909e+06,0.397792,2201
892,1.30187e+06,0.34407,2332
893,1.2826e+06,0.260157,2353
894,1.25265e+06,0.274351,2501
895,1.22097e+06,0.285902,2343
896,1.21464e+06,0.2511,2423
897,1.28008e+06,0.41468,2352
898,1.20352e+06,0.36058,2265
899,1.26398e+06,0.319268,2264
900,1.29255e+06,0.305172,2246
901,1.23748e+06,0.26404,2336
902,1.16323e+06,0.403224,2266
903,1.27997e+06,0.395702,2206
904,1.34292e+06,0.380572,2274
905,1.19385e+06,0.34992,2270
906,1.12412e+06,0.378598,2281
907,1.27701e+06,0.35894,2616
908,1.36848e+06,0.431908,2242
909,1.24186e+06,0.3372,2322
910,1.30478e+06,0.295918,2457
911,1.30043e+06,0.221383,2367
912,1.39712e+06,1.73777,2283
913,1.17795e+06,3.3513,2052
914,1.26669e+06,1.24111,2087
915,1.19261e+06,0.357868,2191
916,1.13016e+06,0.398382,2287
917,1.24286e+06,0.561639,2216
918,1.23031e+06,0.60957,2126
919,1.43403e+06,0.455624,2279
920,1.20079e+06,0.368548,2432
921,1.30465e+06,0.525685,2162
922,1.23995e+06,0.386351,2367
923,1.34804e+06,0.356729,2300
924,1.35663e+06,0.321711,2216
925,1.35749e+06,0.424678,2279
926,1.36829e+06,0.332676,2147
927,1.2746e+06,0.29823,2222
928,1.22336e+06,0.304183,2177
929,1.28664e+06,0.279428,2152
930,1.24425e+06,0.362169,2207
931,1.26397e+06,0.327151,2225
932,1.31136e+06,0.409735,2218
933,1.23655e+06,0.33632,2165
934,1.24272e+06,0.371479,2348
935,1.27489e+06,0.38403,2269
936,1.34147e+06,0.44716,2267
937,1.26678e+06,0.374729,2239
938,1.23144e+06,0.324503,2297
939,1.29547e+06,0.313824,2467
940,1.27246e+06,0.332629,2431
941,1.24999e+06,0.401529,2283
942,1.25331e+06,0.27664,2383
943,1.22946e+06,0.18846,2458
944,1.29877e+06,0.320621,2307
945,1.2867e+06,0.468143,2374
946,1.27205e+06,0.640016,2207
947,1.26708e+06,0.256039,2292
948,1.33342e+06,0.260384,2326
949,1.34376e+06,0.287535,2084
950,1.36025e+06,0.21839,2238
951,1.29178e+06,0.228221,2175
952,1.2632e+06,0.192808,2147
953,1.23864e+06,0.236743,2279
954,1.30211e+06,0.288812,2243
955,1.19886e+06,0.218611,2179
956,1.25838e+06,0.227406,2299
957,1.2857e+06,0.352024,2188
958,1.33374e+06,0.229245,2234
959,1.24695e+06,0.188369,2328
960,1.27195e+06,0.181179,2286
961,1.38011e+06,0.648404,2218
962,1.32911e+06,0.685283,2133
963,1.25914e+06,0.272321,2132
964,1.39646e+06,0.276665,2205
965,1.34117e+06,0.218924,2093
966,1.28668e+06,0.18336,2287
967,1.27366e+06,0.328177,2174
968,1.24924e+06,0.276825,2049
969,1.30113e+06,0.281708,2216
970,1.28829e+06,0.272951,2260
971,1.18934e+06,0.270491,2279
972,1.29097e+06,0.249837,2375
973,1.31647e+06,0.305162,2361
974,1.30565e+06,0.416309,2241
975,1.34284e+06,0.403442,2163
976,1.30125e+06,0.291817,2182
977,1.25237e+06,0.216763,2209
978,1.27627e+06,0.236003,2228
979,1.34379e+06,0.28837,2136
980,1.28203e+06,0.24535,2220
981,1.24843e+06,0.250839,2310
982,1.31591e+06,0.196154,2421
983,1.24489e+06,0.219055,2297
984,1.18042e+06,0.203371,2242
985,1.21221e+06,0.219587,2330
986,1.28992e+06,0.193191,2258
987,1.45094e+06,0.921696,2185
988,1.28325e+06,29.3854,2024
989,1.29728e+06,16.3495,2160
990,1.30682e+06,2.84178,2222
991,1.27676e+06,0.265536,2203
992,1.34488e+06,0.292192,2205
993,1.21393e+06,0.254993,2158
994,1.30632e+06,0.273065,2325
995,1.31056e+06,0.260874,2387
996,1.27852e+06,0.34402,2234
997,1.28321e+06,0.292078,2122
998,1.32568e+06,0.273272,2273
999,1.33071e+06,0.218031,2286
1000,1.27289e+06,0.308682,2375
