Window,Throughput (bits),Avg HoL Delay (s),Dropped
101,240713,0.00235043,0
102,251607,0.00205657,0
103,253082,0.00247876,0
104,249189,0.0018766,0
105,235084,0.00245763,0
106,249598,0.00197791,0
107,248820,0.00256818,0
108,247528,0.00208298,0
109,238778,0.00204691,0
110,239350,0.00235021,0
111,257597,0.00220245,0
112,254353,0.00206526,0
113,228824,0.00190337,0
114,249835,0.00236542,0
115,246705,0.00324899,0
116,245672,0.00256338,0
117,228839,0.00252735,0
118,236938,0.00215645,0
119,250372,0.00259026,0
120,250779,0.00289,0
121,255747,0.00331673,0
122,234161,0.00245676,0
123,247125,0.00301674,0
124,238058,0.00266596,0
125,230964,0.00166302,0
126,208968,0.00240449,0
127,224178,0.00236784,0
128,237811,0.00269665,0
129,221341,0.00205145,0
130,233192,0.00328632,0
131,239064,0.00232365,0
132,234307,0.00230462,0
133,246518,0.00204646,0
134,246874,0.00271667,0
135,241706,0.00249788,0
136,245702,0.0018847,0
137,223395,0.00275388,0
138,272234,0.00328305,0
139,255056,0.00254792,0
140,241773,0.00174642,0
141,248273,0.00259843,0
142,222589,0.00281538,0
143,233313,0.00225546,0
144,251740,0.00210379,0
145,233797,0.0021649,0
146,220768,0.00221622,0
147,254123,0.002322,0
148,271622,0.00270722,0
149,235186,0.00319608,0
150,245836,0.00248765,0
151,248161,0.00158197,0
152,233012,0.00228698,0
153,247524,0.00311111,0
154,245639,0.00336688,0
155,241760,0.00267641,0
156,253309,0.00223554,0
157,254113,0.00175569,0
158,263394,0.00244732,0
159,216743,0.00226563,0
160,250239,0.00217464,0
161,244733,0.00237525,0
162,236725,0.00231838,0
163,229313,0.00209955,0
164,266451,0.00177126,0
165,231184,0.00245094,0
166,253201,0.00190361,0
167,238545,0.00194008,0
168,242261,0.0023215,0
169,242788,0.00252203,0
170,250524,0.00232311,0
171,252339,0.0024089,0
172,249552,0.00236345,0
173,231342,0.00259483,0
174,255257,0.00241036,0
175,233788,0.00268958,0
176,236765,0.00236701,0
177,235746,0.00221895,0
178,238199,0.00246377,0
179,239521,0.0022959,0
180,248496,0.00286667,0
181,242172,0.0028022,0
182,242734,0.00184407,0
183,229516,0.00247826,0
184,253929,0.00305198,0
185,253080,0.0023988,0
186,240490,0.00288367,0
187,232268,0.00217048,0
188,249797,0.00296566,0
189,244998,0.00187449,0
190,244892,0.00258696,0
191,240864,0.00241739,0
192,253984,0.00169804,0
193,241609,0.00258936,0
194,236172,0.00278556,0
195,250140,0.00243697,0
196,231772,0.00229668,0
197,265890,0.00268654,0
198,232323,0.00239827,0
199,246925,0.00286858,0
200,244728,0.00221311,0
201,241553,0.00270417,0
202,253078,0.00239757,0
203,225751,0.00237753,0
204,219975,0.00277455,0
205,231122,0.00236129,0
206,225241,0.00262473,0
207,232087,0.0023361,0
208,238773,0.00220293,0
209,216729,0.00207973,0
210,241017,0.00168803,0
211,250088,0.00209792,0
212,244388,0.00279794,0
213,266971,0.00225,0
214,265513,0.00245946,0
215,230184,0.00229769,0
216,235886,0.0019632,0
217,224506,0.00261926,0
218,260674,0.00275896,0
219,251800,0.00256327,0
220,244813,0.00218182,0
221,261707,0.00160317,0
222,252583,0.00273453,0
223,237812,0.00254298,0
224,232126,0.00214405,0
225,255414,0.00189655,0
226,236302,0.00231929,0
227,271054,0.00241996,0
228,217162,0.00256689,0
229,268226,0.00213093,0
230,249776,0.00270204,0
231,241847,0.00275681,0
232,215022,0.0025463,0
233,262548,0.00191682,0
234,250623,0.00267418,0
235,260408,0.00254086,0
236,231279,0.00278166,0
237,270799,0.00300188,0
238,243761,0.00264386,0
239,241690,0.002842,0
240,230768,0.00197452,0
241,245870,0.00198532,0
242,237710,0.00277872,0
243,240465,0.00244589,0
244,258304,0.00288531,0
245,230054,0.00283298,0
246,240792,0.0027484,0
247,228568,0.00235076,0
248,246377,0.00235041,0
249,252341,0.00192048,0
250,236282,0.0020125,0
251,245168,0.00240083,0
252,254306,0.00263655,0
253,245401,0.00193496,0
254,242995,0.00219715,0
255,274012,0.00283429,0
256,259836,0.00218075,0
257,243062,0.00208085,0
258,250964,0.0030501,0
259,248934,0.00250641,0
260,252540,0.00230426,0
261,234067,0.0026518,0
262,221231,0.00267391,0
263,227522,0.00187872,0
264,246637,0.00162423,0
265,267675,0.00228215,0
266,240775,0.00200211,0
267,257285,0.00241233,0
268,249321,0.00263992,0
269,261770,0.00226877,0
270,225686,0.00221918,0
271,245227,0.00225926,0
272,264841,0.00242885,0
273,222960,0.00289231,0
274,251405,0.0024012,0
275,235129,0.0028758,0
276,240987,0.00217373,0
277,243338,0.002639,0
278,271413,0.00256731,0
279,225456,0.00238053,0
280,249793,0.00198413,0
281,255267,0.00239335,0
282,257301,0.00233068,0
283,254079,0.00222887,0
284,232803,0.00230131,0
285,231380,0.00190476,0
286,238300,0.00242437,0
287,229714,0.00223841,0
288,231470,0.00267167,0
289,257698,0.00192308,0
290,237641,0.00232833,0
291,222380,0.00225223,0
292,257633,0.00226562,0
293,244698,0.00231237,0
294,241978,0.00306432,0
295,236525,0.00220339,0
296,236247,0.00213793,0
297,247016,0.00230165,0
298,243809,0.00327559,0
299,257520,0.00285743,0
300,233364,0.00216516,0
301,253804,0.0026099,0
302,261322,0.0028622,0
303,251638,0.00250203,0
304,243449,0.00249582,0
305,247744,0.00279226,0
306,242035,0.00186555,0
307,256704,0.00222086,0
308,249894,0.0026835,0
309,238207,0.00304969,0
310,212596,0.00250572,0
311,258859,0.00235953,0
312,243651,0.00237372,0
313,240375,0.00256503,0
314,239177,0.00214862,0
315,230368,0.00247071,0
316,258035,0.00227451,0
317,235543,0.00231681,0
318,223200,0.00253097,0
319,240569,0.00210041,0
320,234065,0.00222629,0
321,247236,0.0026748,0
322,243056,0.00272594,0
323,249484,0.00287026,0
324,234992,0.00273196,0
325,238895,0.00230753,0
326,243251,0.00205603,0
327,241143,0.00244398,0
328,234924,0.00248394,0
329,235026,0.00172689,0
330,229632,0.00190515,0
331,277933,0.00227122,0
332,245559,0.00201012,0
333,248259,0.00280321,0
334,242150,0.00246581,0
335,250581,0.00167921,0
336,222195,0.00195227,0
337,225392,0.00227655,0
338,233573,0.00218221,0
339,236353,0.00221909,0
340,254279,0.00264417,0
341,238749,0.00203549,0
342,238396,0.002369,0
343,248951,0.00214108,0
344,218396,0.00241441,0
345,259219,0.0020334,0
346,246156,0.00247479,0
347,243465,0.00227689,0
348,243609,0.00196296,0
349,239148,0.00314168,0
350,246713,0.00203259,0
351,220063,0.00184247,0
352,256794,0.00242116,0
353,228119,0.00239083,0
354,239764,0.00236245,0
355,238132,0.00243255,0
356,244275,0.00287037,0
357,247362,0.00236134,0
358,235340,0.00201101,0
359,250728,0.00203036,0
360,254022,0.00202669,0
361,243669,0.00243149,0
362,245944,0.00213292,0
363,231825,0.00233406,0
364,216886,0.00202074,0
365,221653,0.00235147,0
366,260824,0.00193145,0
367,236780,0.00188793,0
368,224011,0.00220697,0
369,248180,0.00236145,0
370,244262,0.00334029,0
371,247486,0.00188956,0
372,240696,0.00201477,0
373,256078,0.00214228,0
374,231689,0.00221645,0
375,241383,0.00262775,0
376,232323,0.00223644,0
377,251413,0.00252881,0
378,235899,0.00183621,0
379,227683,0.003122,0
380,251356,0.00214683,0
381,220780,0.00242081,0
382,242278,0.0021567,0
383,250117,0.00276181,0
384,248888,0.00246237,0
385,221761,0.00208539,0
386,255203,0.0027943,0
387,253922,0.00319076,0
388,223324,0.00199099,0
389,234755,0.002397,0
390,243967,0.0023246,0
391,253660,0.00243902,0
392,242786,0.00233061,0
393,235083,0.00219038,0
394,239154,0.00225053,0
395,227860,0.00323371,0
396,225050,0.00205732,0
397,248243,0.00242412,0
398,237083,0.00229832,0
399,240244,0.00227646,0
400,255538,0.00267006,0
401,214949,0.00198627,0
402,245005,0.00210838,0
403,244223,0.00273739,0
404,236663,0.00218841,0
405,265467,0.00278782,0
406,223531,0.00339955,0
407,265662,0.0027703,0
408,233948,0.00224026,0
409,247654,0.00228169,0
410,205487,0.00222837,0
411,242280,0.00201779,0
412,223803,0.00213832,0
413,265565,0.00226962,0
414,255034,0.00193774,0
415,232401,0.00287898,0
416,235577,0.00277708,0
417,258363,0.00225941,0
418,232986,0.00236559,0
419,244815,0.00228631,0
420,229522,0.00199342,0
421,232590,0.00274481,0
422,251372,0.00275,0
423,243413,0.00254658,0
424,231364,0.00257077,0
425,248327,0.00265625,0
426,231763,0.00213377,0
427,259197,0.00206773,0
428,244167,0.00201636,0
429,241570,0.0022562,0
430,243246,0.001818,0
431,227059,0.0022845,0
432,236414,0.00246352,0
433,253410,0.0019177,0
434,228639,0.00238478,0
435,253131,0.00239406,0
436,263778,0.00240541,0
437,243168,0.00244622,0
438,239564,0.00187158,0
439,225140,0.00222297,0
440,250637,0.00216293,0
441,230671,0.00265236,0
442,248452,0.00202579,0
443,233945,0.0030974,0
444,261067,0.00223437,0
445,223992,0.00201525,0
446,250811,0.00232794,0
447,253268,0.00256315,0
448,235241,0.00226931,0
449,231610,0.0019721,0
450,241958,0.00220763,0
451,229449,0.00136239,0
452,242614,0.00225519,0
453,228991,0.00305263,0
454,260259,0.00195825,0
455,215868,0.00209112,0
456,242419,0.00171698,0
457,270543,0.00239057,0
458,238869,0.00219789,0
459,227263,0.00195597,0
460,252171,0.00213442,0
461,214264,0.00285814,0
462,265233,0.001528,0
463,230392,0.00238717,0
464,233903,0.00241667,0
465,228675,0.00175378,0
466,245927,0.00238323,0
467,231752,0.00304883,0
468,262041,0.00205221,0
469,232838,0.00236247,0
470,237956,0.00231723,0
471,237710,0.00200434,0
472,248210,0.00157292,0
473,255443,0.00232604,0
474,220371,0.00236806,0
475,244492,0.00254043,0
476,241661,0.00160825,0
477,238220,0.00288608,0
478,225436,0.00206803,0
479,247535,0.00235135,0
480,250545,0.00265745,0
481,257460,0.00222626,0
482,241933,0.00196639,0
483,244962,0.00212146,0
484,228060,0.00284255,0
485,253362,0.00193238,0
486,241660,0.00267865,0
487,243673,0.0028882,0
488,245227,0.00308577,0
489,247475,0.00279722,0
490,248703,0.00258097,0
491,239213,0.00224174,0
492,227187,0.00226593,0
493,233662,0.00193206,0
494,231944,0.00201691,0
495,238240,0.00293375,0
496,236998,0.00228145,0
497,223568,0.00216479,0
498,254254,0.00256751,0
499,256860,0.002152,0
500,216380,0.00315982,0
501,234855,0.00189079,0
502,264431,0.00262926,0
503,248996,0.00203593,0
504,283573,0.00281495,0
505,237460,0.00226875,0
506,246668,0.00250312,0
507,227791,0.0024469,0
508,226480,0.00220444,0
509,247376,0.00182129,0
510,230177,0.00260127,0
511,233368,0.00159424,0
512,246718,0.00271698,0
513,245272,0.00203239,0
514,224742,0.00277827,0
515,240968,0.00235491,0
516,255905,0.00231337,0
517,239009,0.00263655,0
518,258978,0.00211776,0
519,255866,0.00205389,0
520,237373,0.00290105,0
521,251103,0.00239802,0
522,273073,0.00242085,0
523,242551,0.002036,0
524,241921,0.00230169,0
525,240585,0.0019765,0
526,251257,0.00252087,0
527,237160,0.00253747,0
528,275479,0.00203042,0
529,250692,0.00240041,0
530,241606,0.00265567,0
531,245782,0.00187631,0
532,246020,0.00214346,0
533,250690,0.00288776,0
534,243887,0.00258727,0
535,251630,0.00193214,0
536,233313,0.00212982,0
537,237322,0.00197863,0
538,246184,0.00261523,0
539,238922,0.00208955,0
540,226176,0.00249007,0
541,251283,0.00192089,0
542,238267,0.00194856,0
543,235158,0.00236364,0
544,244655,0.00202863,0
545,231784,0.00201969,0
546,234596,0.00205085,0
547,235745,0.0023543,0
548,266127,0.00160665,0
549,252512,0.0021503,0
550,241449,0.00221992,0
551,240859,0.00275053,0
552,261431,0.00208577,0
553,236602,0.00232558,0
554,266312,0.0024347,0
555,248341,0.00247942,0
556,288158,0.0024029,0
557,235804,0.00188462,0
558,243476,0.00294094,0
559,267040,0.00223633,0
560,241961,0.00240909,0
561,255330,0.00241865,0
562,259717,0.00230339,0
563,239054,0.0020063,0
564,237359,0.00289144,0
565,256148,0.00225859,0
566,245616,0.00224059,0
567,253089,0.00239157,0
568,211898,0.00258372,0
569,244008,0.00242526,0
570,259418,0.00298256,0
571,242076,0.00233615,0
572,225188,0.00220542,0
573,242928,0.00278351,0
574,245369,0.00229019,0
575,219967,0.00194748,0
576,232006,0.00230501,0
577,250886,0.00230165,0
578,232050,0.00304731,0
579,210514,0.00252765,0
580,241902,0.0024968,0
581,246165,0.0023083,0
582,246929,0.00189095,0
583,248250,0.00216348,0
584,238618,0.00263034,0
585,227219,0.0023954,0
586,246502,0.00256275,0
587,244237,0.00227833,0
588,245109,0.00249795,0
589,250991,0.00218,0
590,244197,0.00256303,0
591,245133,0.00240447,0
592,254762,0.00212648,0
593,248847,0.00267241,0
594,226618,0.00218931,0
595,256870,0.00276316,0
596,228716,0.00261504,0
597,246689,0.00244835,0
598,223004,0.00186036,0
599,237739,0.00221008,0
600,246973,0.00206653,0
601,255166,0.00187123,0
602,222096,0.00236807,0
603,252551,0.0028996,0
604,232388,0.0022935,0
605,208631,0.00210628,0
606,245224,0.00178858,0
607,222385,0.0031011,0
608,223843,0.00235778,0
609,250267,0.00220648,0
610,247845,0.00239832,0
611,242605,0.00235477,0
612,237690,0.0027673,0
613,230762,0.00206074,0
614,244417,0.00194856,0
615,236253,0.00241357,0
616,237521,0.00290208,0
617,261471,0.0030381,0
618,220294,0.00240564,0
619,244061,0.00239331,0
620,254119,0.00223434,0
621,238248,0.00220127,0
622,234986,0.00221368,0
623,257131,0.00302703,0
624,245687,0.00218182,0
625,261053,0.0025835,0
626,246331,0.00205622,0
627,216753,0.00241741,0
628,236735,0.002,0
629,260892,0.00234047,0
630,268888,0.00228088,0
631,239196,0.00214868,0
632,235519,0.00258884,0
633,247555,0.00198539,0
634,222837,0.00215284,0
635,255795,0.00187269,0
636,245658,0.00258714,0
637,253089,0.00217694,0
638,249889,0.00273029,0
639,241387,0.00241379,0
640,242820,0.00222951,0
641,239547,0.00264286,0
642,241586,0.00216977,0
643,222980,0.00202637,0
644,237774,0.0023547,0
645,241555,0.00232563,0
646,246211,0.00245621,0
647,209679,0.00277982,0
648,252254,0.00232661,0
649,252804,0.00259959,0
650,275764,0.0029309,0
651,229546,0.00226872,0
652,259323,0.00261212,0
653,223275,0.00210307,0
654,244260,0.00275,0
655,240815,0.00252697,0
656,247885,0.00215735,0
657,222210,0.00235255,0
658,243499,0.00294167,0
659,233139,0.00234008,0
660,226512,0.0024263,0
661,256326,0.00217417,0
662,262881,0.00189135,0
663,228270,0.00243013,0
664,233954,0.00210403,0
665,227802,0.00217219,0
666,240121,0.00216598,0
667,251449,0.00280041,0
668,255888,0.00253493,0
669,231722,0.00304925,0
670,223883,0.00219172,0
671,239175,0.00186583,0
672,238519,0.00300209,0
673,262460,0.00279,0
674,235917,0.00239093,0
675,222375,0.00233481,0
676,241259,0.00291858,0
677,240823,0.00174034,0
678,231417,0.00232886,0
679,248756,0.00266602,0
680,214597,0.00293527,0
681,256841,0.00279381,0
682,243812,0.00209833,0
683,254904,0.00177445,0
684,263224,0.00193387,0
685,256530,0.00259274,0
686,249007,0.00187917,0
687,250267,0.00213609,0
688,223723,0.00298026,0
689,248114,0.0025935,0
690,228535,0.00254077,0
691,228201,0.00180435,0
692,236462,0.00220166,0
693,235519,0.00254149,0
694,262544,0.00260198,0
695,246632,0.00212317,0
696,230492,0.00201798,0
697,215266,0.00224944,0
698,251703,0.0025992,0
699,232163,0.00235065,0
700,235825,0.00238022,0
701,269098,0.00220849,0
702,244658,0.00246934,0
703,242459,0.00269362,0
704,263504,0.00207828,0
705,265612,0.0029375,0
706,220872,0.00203696,0
707,273583,0.00216929,0
708,262157,0.00272016,0
709,254310,0.00292323,0
710,230114,0.00244609,0
711,252206,0.00311475,0
712,222638,0.00272686,0
713,229874,0.00191558,0
714,262613,0.00227112,0
715,254777,0.00254491,0
716,239567,0.0028617,0
717,234614,0.00265208,0
718,252721,0.00186653,0
719,214638,0.00228995,0
720,243937,0.0019205,0
721,248295,0.00220082,0
722,252096,0.00209054,0
723,235929,0.00248253,0
724,239250,0.00202273,0
725,247411,0.00210693,0
726,239095,0.00207917,0
727,238710,0.00327872,0
728,243676,0.00193249,0
729,233873,0.00257675,0
730,237545,0.00253027,0
731,255962,0.00249091,0
732,262385,0.00208989,0
733,239756,0.00266524,0
734,239053,0.0019957,0
735,250638,0.00253846,0
736,233850,0.00236245,0
737,244322,0.00267213,0
738,238170,0.00225957,0
739,227278,0.00221957,0
740,224430,0.00305714,0
741,237972,0.00257082,0
742,249622,0.00231809,0
743,241353,0.00286364,0
744,257271,0.00211881,0
745,239188,0.00248043,0
746,239783,0.001828,0
747,247371,0.00182911,0
748,260742,0.00264579,0
749,256977,0.00183784,0
750,233407,0.00238646,0
751,229429,0.00202208,0
752,247648,0.00205907,0
753,253237,0.00218891,0
754,236877,0.00256897,0
755,247622,0.00235271,0
756,239383,0.00206342,0
757,231689,0.00281034,0
758,244339,0.0023595,0
759,242122,0.00252034,0
760,230529,0.00206565,0
761,248717,0.00282056,0
762,258843,0.0022167,0
763,241685,0.00262786,0
764,211533,0.00239408,0
765,240649,0.00183806,0
766,216051,0.00230505,0
767,231884,0.00236952,0
768,240273,0.00155626,0
769,252072,0.00205444,0
770,263003,0.00242449,0
771,250191,0.00297988,0
772,256557,0.002702,0
773,240855,0.00210788,0
774,246315,0.00299598,0
775,234116,0.00302259,0
776,222408,0.0018884,0
777,238956,0.0021222,0
778,247534,0.001876,0
779,240540,0.00230612,0
780,248013,0.00270552,0
781,255466,0.00280318,0
782,236764,0.00248148,0
783,235387,0.00158186,0
784,250195,0.00225896,0
785,236771,0.00164454,0
786,268188,0.0025069,0
787,245817,0.0020433,0
788,228836,0.00197143,0
789,258488,0.00193651,0
790,243346,0.00216284,0
791,229087,0.00188699,0
792,246594,0.00263445,0
793,262180,0.00208367,0
794,249728,0.00198956,0
795,224544,0.00223266,0
796,252733,0.00263158,0
797,249371,0.00198802,0
798,245443,0.00195359,0
799,260135,0.00258317,0
800,247806,0.00297561,0
801,227798,0.00278947,0
802,227101,0.00257753,0
803,255502,0.0018694,0
804,239823,0.00200215,0
805,243455,0.00217805,0
806,249630,0.00231809,0
807,254162,0.0019134,0
808,242950,0.00234511,0
809,252168,0.00242857,0
810,248490,0.00216397,0
811,235871,0.00247639,0
812,226003,0.00196909,0
813,241958,0.00245567,0
814,256859,0.00277778,0
815,227272,0.00230085,0
816,250164,0.00266038,0
817,243751,0.00197959,0
818,237190,0.00287527,0
819,229421,0.00249119,0
820,243468,0.0019413,0
821,245174,0.00151134,0
822,249338,0.00197536,0
823,265356,0.00167885,0
824,254280,0.00213255,0
825,246448,0.00236555,0
826,233225,0.00275488,0
827,261063,0.00241818,0
828,254714,0.00283665,0
829,248477,0.00244422,0
830,233172,0.00254453,0
831,235307,0.00201739,0
832,238871,0.00231557,0
833,232091,0.00210994,0
834,254964,0.00168775,0
835,241506,0.00243149,0
836,250187,0.00217073,0
837,260482,0.0029664,0
838,229651,0.00314066,0
839,227016,0.0021236,0
840,220960,0.00267325,0
841,226092,0.00200873,0
842,243630,0.00267073,0
843,245314,0.00219838,0
844,231758,0.00247368,0
845,274374,0.00226286,0
846,214685,0.00225057,0
847,221177,0.00184698,0
848,231680,0.00306017,0
849,234992,0.00228172,0
850,255305,0.00193688,0
851,221273,0.00279425,0
852,227988,0.00168132,0
853,230180,0.00244444,0
854,222258,0.00205022,0
855,232076,0.00241494,0
856,255306,0.00223566,0
857,229589,0.00246908,0
858,227609,0.00215499,0
859,249009,0.00270127,0
860,250600,0.00264431,0
861,246390,0.00228659,0
862,234078,0.00217149,0
863,262157,0.0031336,0
864,240722,0.0024968,0
865,234320,0.00313462,0
866,246072,0.00208439,0
867,226632,0.00311354,0
868,240180,0.00222034,0
869,249283,0.00237716,0
870,245197,0.0026012,0
871,232403,0.00196903,0
872,229862,0.00187359,0
873,224599,0.00190596,0
874,240845,0.00230818,0
875,216886,0.00248402,0
876,232414,0.00239516,0
877,232576,0.00203145,0
878,240414,0.00197463,0
879,221473,0.00277313,0
880,241379,0.00213618,0
881,251953,0.00196939,0
882,244197,0.00238446,0
883,248479,0.00248847,0
884,214943,0.00286026,0
885,257401,0.00252087,0
886,252966,0.00280328,0
887,232492,0.00181197,0
888,231979,0.00240476,0
889,253174,0.00265631,0
890,236653,0.0019936,0
891,238124,0.00259329,0
892,260811,0.00262475,0
893,218762,0.00233114,0
894,255288,0.00226547,0
895,230359,0.00215165,0
896,222314,0.00230769,0
897,227682,0.0019646,0
898,239019,0.0030592,0
899,243430,0.00240443,0
900,215237,0.00163341,0
901,228543,0.00200449,0
902,253592,0.00249609,0
903,257906,0.00242418,0
904,255473,0.00231158,0
905,243289,0.00266667,0
906,232245,0.00231749,0
907,244724,0.00219287,0
908,272657,0.00218702,0
909,260935,0.00244533,0
910,261579,0.00252756,0
911,238085,0.00201053,0
912,249161,0.00225984,0
913,234578,0.00246993,0
914,213655,0.00285092,0
915,242179,0.00219231,0
916,256812,0.00298193,0
917,250509,0.00204545,0
918,227869,0.00233615,0
919,254245,0.00195758,0
920,273592,0.00234007,0
921,241964,0.00250107,0
922,250400,0.00201006,0
923,249801,0.00254825,0
924,251517,0.00274694,0
925,240532,0.00216102,0
926,226186,0.00201319,0
927,252586,0.002262,0
928,248623,0.00185625,0
929,248245,0.00272385,0
930,239118,0.00258958,0
931,247001,0.00218947,0
932,235902,0.00243867,0
933,233154,0.00212634,0
934,240657,0.00237708,0
935,258055,0.00193196,0
936,230506,0.00182189,0
937,233224,0.00301911,0
938,241168,0.00205198,0
939,225155,0.00289542,0
940,232971,0.00208632,0
941,253626,0.00187677,0
942,242885,0.00223176,0
943,239002,0.00272074,0
944,268891,0.00226217,0
945,251935,0.00173092,0
946,254658,0.00242455,0
947,245478,0.00221369,0
948,240499,0.00302686,0
949,206449,0.00317873,0
950,239006,0.00304681,0
951,259584,0.00221687,0
952,231059,0.00248643,0
953,270075,0.00223361,0
954,211774,0.0024574,0
955,241061,0.00194526,0
956,225863,0.00254422,0
957,229443,0.00258278,0
958,261184,0.00221557,0
959,222755,0.00208696,0
960,238885,0.00233475,0
961,257257,0.00276877,0
962,232211,0.00166524,0
963,251208,0.00258704,0
964,262172,0.00215341,0
965,257234,0.0021144,0
966,219186,0.00210393,0
967,251412,0.00278512,0
968,222391,0.00202455,0
969,243879,0.00177847,0
970,247307,0.0022636,0
971,243975,0.00226804,0
972,247962,0.0028768,0
973,257194,0.0026004,0
974,256131,0.00203036,0
975,234295,0.00178492,0
976,273533,0.00316353,0
977,238192,0.00225386,0
978,225904,0.0025625,0
979,263379,0.002152,0
980,243389,0.00261134,0
981,232641,0.00251599,0
982,253240,0.0021945,0
983,239198,0.00245291,0
984,229858,0.00215054,0
985,249071,0.00229645,0
986,254670,0.0022071,0
987,242524,0.00281277,0
988,249077,0.00294215,0
989,246750,0.00219713,0
990,242882,0.00256867,0
991,246788,0.00241548,0
992,276846,0.00244954,0
993,233449,0.00252222,0
994,249026,0.00193089,0
995,232627,0.00292325,0
996,249763,0.00292276,0
997,260317,0.00241732,0
998,218524,0.00226498,0
999,236177,0.00323144,0
1000,250694,0.00152929,0
