Window,Throughput (bits),Avg HoL Delay (s),Dropped
132,1.27166e+06,0.708514,9424
133,1.22781e+06,0.764872,9541
134,1.38039e+06,1.15025,9419
135,1.28741e+06,2.76418,9492
136,1.27091e+06,7.74659,9410
137,1.296e+06,4.44434,9592
138,1.27406e+06,1.06422,9644
139,1.22612e+06,1.01982,9625
140,1.24377e+06,0.88479,9514
141,1.33014e+06,0.841515,9331
142,1.30705e+06,0.76255,9547
143,1.3083e+06,0.977952,9417
144,1.20721e+06,0.9349,9480
145,1.29612e+06,0.949588,9551
146,1.24974e+06,0.937565,9450
147,1.22835e+06,1.05481,9634
148,1.2539e+06,0.923291,9604
149,1.32371e+06,0.858816,9485
150,1.28237e+06,0.805496,9748
151,1.36795e+06,1.11374,9375
152,1.41287e+06,0.793362,9280
153,1.35785e+06,0.740591,9361
154,1.29757e+06,0.734883,9466
155,1.24972e+06,2.31872,9546
156,1.28064e+06,1.47376,9436
157,1.25441e+06,0.887092,9543
158,1.23643e+06,0.748145,9521
159,1.30852e+06,0.743994,9243
160,1.21546e+06,0.938589,9710
161,1.29833e+06,1.03215,9524
162,1.34945e+06,0.840384,9210
163,1.2734e+06,0.701171,9550
164,1.20078e+06,0.758222,9558
165,1.26955e+06,0.702693,9572
166,1.25818e+06,0.684184,9542
167,1.27271e+06,1.72109,9441
168,1.28243e+06,8.7989,9520
169,1.23249e+06,4.95361,9688
170,1.33507e+06,5.3608,9543
171,1.41019e+06,2.07785,9034
172,1.32643e+06,5.57487,9165
173,1.25647e+06,1.7185,9566
174,1.2539e+06,4.38049,9573
175,1.32297e+06,1.30971,9535
176,1.37532e+06,0.936837,9298
177,1.15172e+06,1.00987,9669
178,1.28236e+06,1.0563,9444
179,1.24866e+06,0.727196,9323
180,1.26574e+06,0.941667,9603
181,1.28889e+06,0.948546,9416
182,1.25374e+06,0.801117,9420
183,1.36108e+06,0.912179,9439
184,1.19714e+06,0.77804,9640
185,1.36956e+06,0.844617,9011
186,1.29443e+06,0.713529,9352
187,1.3357e+06,0.778796,9317
188,1.29205e+06,1.13068,9388
189,1.30435e+06,2.2043,9463
190,1.32836e+06,4.57945,9455
191,1.34949e+06,4.68056,9476
192,1.27392e+06,0.841765,9420
193,1.24739e+06,0.923979,9593
194,1.33283e+06,0.744489,9386
195,1.2937e+06,0.834319,9321
196,1.29639e+06,0.738274,9365
197,1.26106e+06,0.707614,9517
198,1.32312e+06,0.826839,9405
199,1.31487e+06,0.998291,9525
200,1.37538e+06,1.19202,9323
201,1.28556e+06,0.904556,9452
202,1.2579e+06,0.75056,9507
203,1.29596e+06,3.44488,9178
204,1.2189e+06,4.16602,9543
205,1.24526e+06,4.62369,9556
206,1.30232e+06,0.830111,9444
207,1.23044e+06,0.807679,9755
208,1.32324e+06,0.801237,9435
209,1.1936e+06,0.903977,9627
210,1.15966e+06,0.953995,9737
211,1.20082e+06,1.11907,9594
212,1.31878e+06,0.848207,9314
213,1.28151e+06,0.897911,9444
214,1.2342e+06,0.895426,9688
215,1.15644e+06,1.04297,9813
216,1.29279e+06,0.827701,9551
217,1.25566e+06,0.668772,9599
218,1.39159e+06,1.05668,9296
219,1.28111e+06,1.25972,9388
220,1.25856e+06,0.778606,9716
221,1.27998e+06,0.828046,9476
222,1.26062e+06,0.885702,9491
223,1.21065e+06,1.35527,9756
224,1.2883e+06,0.85236,9333
225,1.31546e+06,0.825681,9519
226,1.35378e+06,0.858393,9342
227,1.24754e+06,1.1738,9550
228,1.21977e+06,0.832062,9640
229,1.33916e+06,0.829371,9154
230,1.2263e+06,0.825716,9618
231,1.26328e+06,0.889874,9558
232,1.16706e+06,0.878876,9700
233,1.18303e+06,1.49024,9584
234,1.23195e+06,1.39333,9480
235,1.24147e+06,0.877033,9711
236,1.3516e+06,0.678356,9057
237,1.35432e+06,0.928057,9298
238,1.21622e+06,0.927863,9706
239,1.26929e+06,0.69105,9522
240,1.17213e+06,0.708915,9575
241,1.31873e+06,2.42542,9499
242,1.29822e+06,14.8933,9451
243,1.33914e+06,4.53407,9296
244,1.28391e+06,0.680047,9424
245,1.27725e+06,0.712958,9545
246,1.36832e+06,0.918897,9267
247,1.20353e+06,2.56693,9732
248,1.28175e+06,0.781624,9692
249,1.2771e+06,0.763141,9526
250,1.36759e+06,0.735225,9443
251,1.21676e+06,0.948481,9540
252,1.31919e+06,0.870377,9362
253,1.30922e+06,0.909125,9492
254,1.27079e+06,2.42129,9554
255,1.22374e+06,0.827018,9535
256,1.22618e+06,0.757958,9601
257,1.29819e+06,1.3825,9486
258,1.26542e+06,12.358,9451
259,1.23582e+06,4.56922,9468
260,1.25592e+06,1.20534,9348
261,1.25502e+06,0.793678,9502
262,1.22747e+06,0.923028,9587
263,1.20422e+06,1.01541,9407
264,1.23847e+06,0.955933,9599
265,1.26069e+06,0.934035,9605
266,1.25361e+06,0.839845,9774
267,1.22432e+06,0.759221,9511
268,1.30109e+06,0.740922,9534
269,1.37682e+06,0.828705,9313
270,1.30175e+06,0.972161,9420
271,1.30903e+06,0.887666,9431
272,1.34588e+06,0.671856,9377
273,1.29162e+06,0.785684,9361
274,1.23335e+06,0.732107,9525
275,1.29209e+06,0.739292,9295
276,1.26272e+06,0.719182,9472
277,1.2849e+06,0.784383,9602
278,1.30332e+06,0.682353,9408
279,1.22895e+06,0.649809,9570
280,1.25982e+06,0.924548,9406
281,1.34694e+06,1.79602,9267
282,1.23982e+06,0.719756,9446
283,1.2178e+06,0.717616,9651
284,1.27049e+06,1.2458,9468
285,1.30706e+06,4.23208,9297
286,1.26492e+06,2.39017,9529
287,1.37422e+06,7.52135,9477
288,1.28976e+06,2.0705,9363
289,1.20175e+06,0.735528,9692
290,1.31461e+06,0.773477,9410
291,1.2276e+06,0.829881,9562
292,1.25723e+06,0.938884,9588
293,1.3474e+06,0.928478,9353
294,1.23553e+06,1.61918,9615
295,1.33626e+06,3.54028,9475
296,1.35855e+06,1.20289,9218
297,1.29429e+06,0.708496,9490
298,1.3034e+06,0.940077,9472
299,1.29222e+06,0.782511,9650
300,1.3136e+06,0.853059,9316
301,1.14155e+06,0.835337,9534
302,1.27831e+06,0.826626,9581
303,1.22673e+06,0.787617,9758
304,1.20408e+06,0.858168,9326
305,1.28849e+06,0.73546,9223
306,1.27808e+06,0.698145,9690
307,1.3556e+06,0.786445,9383
308,1.3617e+06,1.01019,9204
309,1.41326e+06,1.16695,9156
310,1.25672e+06,0.697812,9406
311,1.30296e+06,0.726936,9377
312,1.31879e+06,0.684235,9447
313,1.30722e+06,3.0933,9370
314,1.31125e+06,6.3606,9191
315,1.2711e+06,2.78361,9411
316,1.09394e+06,0.767746,9742
317,1.21815e+06,0.985524,9608
318,1.25015e+06,0.801969,9499
319,1.36017e+06,0.748834,9351
320,1.37347e+06,0.834607,9324
321,1.24211e+06,0.750027,9430
322,1.24635e+06,0.692219,9457
323,1.2025e+06,0.750972,9679
324,1.32575e+06,0.928294,9572
325,1.16776e+06,1.17298,9592
326,1.3371e+06,2.59686,9233
327,1.26098e+06,0.793342,9509
328,1.35005e+06,0.817131,9509
329,1.32691e+06,0.741745,9456
330,1.39677e+06,0.748865,9325
331,1.16219e+06,0.807015,9718
332,1.25122e+06,0.777436,9527
333,1.26977e+06,0.773862,9423
334,1.22213e+06,0.747586,9705
335,1.25083e+06,0.855378,9621
336,1.21519e+06,0.849642,9584
337,1.37555e+06,0.747973,9317
338,1.36262e+06,0.712551,9189
339,1.31772e+06,0.620187,9340
340,1.33879e+06,0.701927,9283
341,1.31899e+06,0.79786,9429
342,1.30841e+06,0.857343,9476
343,1.27788e+06,1.30836,9699
344,1.28818e+06,1.07089,9584
345,1.26203e+06,0.777327,9440
346,1.22169e+06,0.824196,9572
347,1.29854e+06,0.799524,9539
348,1.19141e+06,0.750325,9588
349,1.2487e+06,0.713207,9350
350,1.20737e+06,0.750647,9558
351,1.32262e+06,0.748163,9390
352,1.2791e+06,0.954878,9620
353,1.20985e+06,4.27804,9890
354,1.28505e+06,1.85452,9548
355,1.39375e+06,0.744716,9424
356,1.30435e+06,0.651632,9368
357,1.29166e+06,3.48761,9580
358,1.31783e+06,19.3307,9327
359,1.26842e+06,8.23006,9418
360,1.25444e+06,0.842968,9683
361,1.1535e+06,0.815664,9611
362,1.26564e+06,0.821848,9618
363,1.21275e+06,0.829636,9503
364,1.31468e+06,0.726652,9276
365,1.21104e+06,0.891751,9724
366,1.41485e+06,0.729328,9161
367,1.34712e+06,0.843647,9345
368,1.24226e+06,1.38327,9577
369,1.36617e+06,0.822442,9301
370,1.35515e+06,0.695691,9335
371,1.3278e+06,0.71391,9233
372,1.33054e+06,0.751829,9405
373,1.29369e+06,0.835951,9526
374,1.28116e+06,0.826705,9628
375,1.29466e+06,0.695078,9297
376,1.36074e+06,0.723874,9350
377,1.22182e+06,1.10874,9634
378,1.23977e+06,1.19193,9502
379,1.27423e+06,0.782717,9443
380,1.19919e+06,0.725205,9644
381,1.24402e+06,2.12052,9639
382,1.31668e+06,6.67653,9367
383,1.21024e+06,2.23733,9700
384,1.26918e+06,0.839345,9284
385,1.28082e+06,0.736923,9502
386,1.19691e+06,0.719065,9411
387,1.27419e+06,0.705331,9302
388,1.3776e+06,0.714884,9404
389,1.24355e+06,0.708321,9574
390,1.21096e+06,0.697827,9633
391,1.24652e+06,0.844771,9471
392,1.28821e+06,0.875997,9455
393,1.30634e+06,0.69402,9634
394,1.20821e+06,1.17722,9731
395,1.18025e+06,1.02975,9723
396,1.23871e+06,0.795665,9421
397,1.41277e+06,4.1706,9217
398,1.31019e+06,16.3236,9405
399,1.2317e+06,18.4746,9567
400,1.31513e+06,3.13734,9383
401,1.19334e+06,0.916834,9696
402,1.35366e+06,0.897471,9272
403,1.30761e+06,0.947814,9306
404,1.23856e+06,0.833323,9461
405,1.35092e+06,0.847909,9303
406,1.34678e+06,1.14533,9505
407,1.23757e+06,0.92203,9573
408,1.36252e+06,0.77343,9401
409,1.3752e+06,0.813366,9357
410,1.24184e+06,0.904496,9615
411,1.22034e+06,0.773785,9619
412,1.32614e+06,0.810312,9456
413,1.27868e+06,0.982834,9456
414,1.26508e+06,0.785724,9710
415,1.29362e+06,0.709908,9510
416,1.3907e+06,0.802915,9379
417,1.20534e+06,0.72225,9467
418,1.2684e+06,0.89034,9603
419,1.27529e+06,1.84505,9398
420,1.23609e+06,0.998466,9471
421,1.31046e+06,0.730859,9459
422,1.30089e+06,0.770698,9396
423,1.39421e+06,0.864157,9422
424,1.3376e+06,0.685507,9423
425,1.40462e+06,0.723137,9254
426,1.17015e+06,0.969438,9517
427,1.29507e+06,1.08054,9353
428,1.33533e+06,0.755831,9570
429,1.26413e+06,0.699112,9551
430,1.22089e+06,0.728583,9659
431,1.25691e+06,0.696772,9627
432,1.32987e+06,0.671696,9497
433,1.29105e+06,1.22492,9505
434,1.27583e+06,0.796192,9626
435,1.25201e+06,0.739819,9614
436,1.33244e+06,0.662001,9380
437,1.2091e+06,0.721593,9504
438,1.16793e+06,1.29036,9679
439,1.20206e+06,1.72796,9756
440,1.37148e+06,0.893152,9344
441,1.28804e+06,0.982507,9379
442,1.21452e+06,0.876945,9489
443,1.37592e+06,0.881606,9308
444,1.26264e+06,0.792862,9494
445,1.34099e+06,0.899004,9357
446,1.24675e+06,0.786028,9582
447,1.35152e+06,0.72486,9263
448,1.2495e+06,0.708973,9310
449,1.36912e+06,0.742864,9305
450,1.30162e+06,2.10729,9567
451,1.33071e+06,16.7524,9436
452,1.24318e+06,5.23967,9690
453,1.30216e+06,0.78918,9561
454,1.24398e+06,1.29023,9524
455,1.18044e+06,0.937983,9640
456,1.28828e+06,0.825985,9273
457,1.23755e+06,0.873223,9463
458,1.36043e+06,0.791334,9300
459,1.3117e+06,0.807636,9371
460,1.19027e+06,0.746386,9951
461,1.21777e+06,0.792944,9457
462,1.30902e+06,0.757923,9291
463,1.30972e+06,0.773606,9552
464,1.36915e+06,1.10301,9231
465,1.29305e+06,0.749924,9451
466,1.34301e+06,0.667326,9405
467,1.33966e+06,0.780988,9116
468,1.26412e+06,1.09046,9498
469,1.19677e+06,1.18032,9772
470,1.31915e+06,0.833234,9251
471,1.2562e+06,0.743105,9510
472,1.22082e+06,0.927119,9825
473,1.30951e+06,0.715463,9340
474,1.3548e+06,0.627658,9198
475,1.28963e+06,0.744166,9486
476,1.31013e+06,0.87803,9470
477,1.28825e+06,1.16689,9521
478,1.21204e+06,0.91372,9518
479,1.33314e+06,0.754539,9479
480,1.29423e+06,0.951176,9520
481,1.22779e+06,0.744951,9627
482,1.24696e+06,0.85568,9463
483,1.24676e+06,0.822251,9569
484,1.31684e+06,0.719686,9500
485,1.25841e+06,0.750333,9366
486,1.17762e+06,0.721498,9473
487,1.22543e+06,0.769881,9505
488,1.37882e+06,7.03177,9300
489,1.20137e+06,9.34666,9619
490,1.29624e+06,1.98608,9621
491,1.19833e+06,1.07626,9578
492,1.31841e+06,0.74238,9388
493,1.37323e+06,0.719714,9256
494,1.23587e+06,0.710295,9532
495,1.25542e+06,0.949029,9498
496,1.38577e+06,1.2634,9112
497,1.21739e+06,1.02687,9524
498,1.25055e+06,0.827907,9568
499,1.35252e+06,0.903254,9474
500,1.25804e+06,0.840326,9602
501,1.28772e+06,0.863541,9386
502,1.19144e+06,0.844027,9626
503,1.21229e+06,0.887749,9665
504,1.22237e+06,1.22041,9664
505,1.27352e+06,0.848951,9575
506,1.3817e+06,1.01437,9349
507,1.26801e+06,0.714072,9328
508,1.3758e+06,0.719064,9294
509,1.22099e+06,0.854203,9602
510,1.27129e+06,1.12474,9376
511,1.2166e+06,0.773316,9568
512,1.20004e+06,0.704164,9680
513,1.24152e+06,0.925666,9722
514,1.31057e+06,0.977206,9300
515,1.23118e+06,0.803217,9518
516,1.18344e+06,0.792935,9631
517,1.23551e+06,1.04886,9612
518,1.18468e+06,1.53213,9685
519,1.27571e+06,0.913639,9440
520,1.23352e+06,0.886669,9551
521,1.33017e+06,0.807561,9621
522,1.32079e+06,0.806873,9115
523,1.23188e+06,0.817505,9381
524,1.30643e+06,0.896469,9586
525,1.29804e+06,0.830367,9420
526,1.29476e+06,0.757115,9290
527,1.36022e+06,0.692221,9490
528,1.27651e+06,0.802328,9494
529,1.28257e+06,0.922117,9329
530,1.22866e+06,0.720433,9346
531,1.30417e+06,0.760981,9496
532,1.30682e+06,0.800184,9490
533,1.25845e+06,1.27498,9669
534,1.36697e+06,0.934173,9285
535,1.26493e+06,1.40009,9433
536,1.31508e+06,1.00749,9359
537,1.28947e+06,0.804905,9484
538,1.38727e+06,0.860992,9238
539,1.23441e+06,0.705607,9490
540,1.31884e+06,0.725819,9172
541,1.26183e+06,0.696808,9515
542,1.26191e+06,0.786036,9518
543,1.25216e+06,0.730688,9452
544,1.29207e+06,0.740951,9470
545,1.21044e+06,0.702201,9569
546,1.2918e+06,0.747025,9428
547,1.26583e+06,0.671329,9417
548,1.38345e+06,0.660798,9192
549,1.35642e+06,0.620806,9484
550,1.2647e+06,0.728421,9610
551,1.28014e+06,1.1236,9347
552,1.37066e+06,0.818935,9294
553,1.29667e+06,0.818756,9366
554,1.43864e+06,0.93072,9091
555,1.23184e+06,1.02134,9559
556,1.26933e+06,0.698278,9639
557,1.28616e+06,0.729204,9473
558,1.31397e+06,0.720307,9309
559,1.31382e+06,0.710706,9615
560,1.39401e+06,0.663122,9411
561,1.25797e+06,0.698139,9671
562,1.32284e+06,1.62345,9250
563,1.2598e+06,6.31541,9581
564,1.28147e+06,4.0005,9448
565,1.33893e+06,0.938967,9487
566,1.23639e+06,0.78775,9373
567,1.39398e+06,0.71869,9422
568,1.33201e+06,0.765312,9315
569,1.24601e+06,0.775718,9782
570,1.27683e+06,0.85988,9310
571,1.2132e+06,0.806086,9469
572,1.29962e+06,0.733283,9131
573,1.23159e+06,0.924845,9530
574,1.19635e+06,0.846972,9736
575,1.26599e+06,0.779264,9455
576,1.21099e+06,0.736596,9571
577,1.28995e+06,0.754319,9500
578,1.30807e+06,0.764182,9276
579,1.31649e+06,0.74912,9355
580,1.30045e+06,0.7363,9297
581,1.34476e+06,0.705462,9447
582,1.29921e+06,0.73566,9421
583,1.1793e+06,0.698106,9666
584,1.29576e+06,0.734175,9518
585,1.3397e+06,0.698515,9425
586,1.26842e+06,0.676158,9579
587,1.30385e+06,0.858456,9151
588,1.30529e+06,1.07161,9366
589,1.32389e+06,4.71121,9249
590,1.29938e+06,2.21901,9203
591,1.29123e+06,3.64009,9477
592,1.25962e+06,1.21292,9434
593,1.27275e+06,2.99666,9307
594,1.39885e+06,19.2292,9251
595,1.30185e+06,11.5814,9359
596,1.25707e+06,0.782742,9397
597,1.24331e+06,0.754249,9632
598,1.2831e+06,0.77989,9486
599,1.28595e+06,0.750722,9427
600,1.30922e+06,0.749513,9424
601,1.20596e+06,0.719879,9587
602,1.25677e+06,0.892962,9520
603,1.41187e+06,0.855439,9129
604,1.34764e+06,0.965793,9300
605,1.27234e+06,0.813181,9361
606,1.31605e+06,0.717299,9574
607,1.31108e+06,0.715737,9501
608,1.28373e+06,0.735303,9329
609,1.24987e+06,0.739526,9591
610,1.3626e+06,0.831523,9276
611,1.34363e+06,0.657795,9347
612,1.22987e+06,0.860092,9557
613,1.32416e+06,0.855991,9375
614,1.38218e+06,1.27927,9394
615,1.25386e+06,0.734972,9586
616,1.34926e+06,0.72838,9350
617,1.29055e+06,0.701428,9307
618,1.38364e+06,0.658332,9283
619,1.26832e+06,0.688266,9545
620,1.37149e+06,0.671835,9286
621,1.33819e+06,0.647837,9210
622,1.29542e+06,0.669858,9188
623,1.19844e+06,0.754305,9828
624,1.24701e+06,0.963588,9590
625,1.3586e+06,0.785004,9353
626,1.34877e+06,0.718229,9389
627,1.26143e+06,0.680098,9512
628,1.23524e+06,0.686493,9616
629,1.30851e+06,0.754867,9233
630,1.31753e+06,0.652191,9276
631,1.21564e+06,0.654655,9509
632,1.27604e+06,2.27717,9533
633,1.24903e+06,2.34993,9770
634,1.20724e+06,14.7858,9462
635,1.28444e+06,3.71768,9469
636,1.2447e+06,0.710277,9733
637,1.34663e+06,9.06345,9311
638,1.27114e+06,20.4123,9717
639,1.25094e+06,5.89541,9541
640,1.16803e+06,0.791061,9651
641,1.30158e+06,0.872739,9396
642,1.33855e+06,5.69288,9303
643,1.22678e+06,5.83466,9542
644,1.20301e+06,0.758016,9508
645,1.19808e+06,0.806204,9734
646,1.28163e+06,0.993916,9662
647,1.21156e+06,0.779448,9551
648,1.24448e+06,0.749566,9364
649,1.1191e+06,0.736721,9947
650,1.27375e+06,0.915568,9776
651,1.30138e+06,0.776455,9499
652,1.21112e+06,0.760263,9743
653,1.22295e+06,0.80808,9548
654,1.20045e+06,0.721325,9679
655,1.31294e+06,0.797841,9401
656,1.25687e+06,0.698548,9516
657,1.36821e+06,0.90476,9542
658,1.3688e+06,1.27171,9314
659,1.26657e+06,0.835238,9586
660,1.29415e+06,0.915679,9466
661,1.19351e+06,0.711806,9620
662,1.27231e+06,0.704522,9500
663,1.33618e+06,0.67928,9294
664,1.23292e+06,0.822002,9593
665,1.4193e+06,0.845035,9039
666,1.27526e+06,0.63004,9560
667,1.27018e+06,3.35329,9540
668,1.34406e+06,3.86115,9189
669,1.25984e+06,0.918939,9442
670,1.34325e+06,7.51531,9329
671,1.27755e+06,0.702709,9732
672,1.25485e+06,0.727578,9537
673,1.3126e+06,0.708396,9245
674,1.23767e+06,0.691983,9399
675,1.19405e+06,2.87727,9459
676,1.34812e+06,13.509,9267
677,1.26676e+06,2.62817,9443
678,1.33574e+06,0.70171,9385
679,1.30376e+06,0.732863,9256
680,1.28756e+06,0.727551,9450
681,1.2451e+06,0.778553,9700
682,1.18169e+06,0.756477,9664
683,1.26136e+06,0.767204,9536
684,1.21785e+06,0.710655,9592
685,1.25495e+06,0.686597,9482
686,1.37561e+06,0.661615,9361
687,1.3031e+06,0.615573,9355
688,1.32928e+06,0.76138,9353
689,1.24335e+06,0.805809,9505
690,1.26221e+06,2.57114,9625
691,1.26599e+06,6.10158,9398
692,1.31168e+06,6.57545,9552
693,1.36663e+06,0.731248,9296
694,1.3155e+06,0.704417,9500
695,1.22134e+06,0.663793,9807
696,1.26475e+06,0.732042,9740
697,1.30616e+06,0.756984,9340
698,1.28311e+06,0.728344,9308
699,1.21933e+06,2.71227,9425
700,1.2689e+06,26.6171,9416
701,1.33422e+06,7.45841,9478
702,1.34631e+06,0.678216,9288
703,1.34666e+06,0.733817,9366
704,1.26028e+06,0.673078,9425
705,1.32396e+06,0.733644,9322
706,1.20708e+06,0.858652,9542
707,1.29854e+06,0.692915,9512
708,1.25997e+06,0.890828,9505
709,1.2829e+06,0.692229,9548
710,1.30904e+06,0.706134,9392
711,1.16646e+06,0.716354,9735
712,1.22731e+06,0.761576,9522
713,1.27743e+06,0.72553,9673
714,1.19858e+06,0.718136,10010
715,1.30662e+06,0.742393,9525
716,1.22295e+06,0.657133,9632
717,1.27421e+06,0.692317,9233
718,1.40032e+06,0.743248,9236
719,1.27944e+06,0.667517,9569
720,1.36917e+06,0.624104,9290
721,1.25764e+06,6.12854,9527
722,1.29249e+06,17.0451,9351
723,1.35348e+06,6.28885,9497
724,1.30908e+06,1.72046,9415
725,1.2878e+06,7.16004,9459
726,1.35797e+06,0.730249,9375
727,1.25725e+06,0.918593,9207
728,1.33071e+06,0.800391,9431
729,1.25689e+06,0.756818,9556
730,1.24852e+06,0.910047,9683
731,1.35274e+06,1.08285,9205
732,1.31106e+06,0.871985,9319
733,1.30034e+06,0.865892,9212
734,1.37894e+06,0.733712,9517
735,1.36132e+06,0.715345,9417
736,1.34397e+06,0.657281,9242
737,1.36219e+06,0.676801,9118
738,1.30674e+06,0.730689,9577
739,1.28254e+06,0.724547,9455
740,1.33765e+06,0.690851,9343
741,1.20993e+06,0.977991,9582
742,1.28233e+06,0.826712,9621
743,1.20569e+06,0.902485,9809
744,1.24484e+06,0.842294,9402
745,1.33215e+06,1.57237,9431
746,1.42539e+06,0.769296,9250
747,1.2708e+06,0.651861,9539
748,1.36824e+06,0.729337,9475
749,1.3288e+06,0.822627,9553
750,1.2565e+06,1.0717,9607
751,1.33534e+06,0.719104,9275
752,1.29939e+06,1.16026,9566
753,1.34455e+06,0.780434,9275
754,1.29431e+06,0.9817,9548
755,1.29016e+06,0.964067,9347
756,1.22234e+06,0.940138,9543
757,1.32686e+06,0.798551,9475
758,1.15525e+06,0.809523,9759
759,1.20092e+06,0.813444,9526
760,1.25752e+06,0.799239,9287
761,1.32516e+06,0.81987,9481
762,1.32848e+06,0.760229,9330
763,1.23474e+06,0.709775,9468
764,1.25009e+06,0.841021,9537
765,1.23942e+06,0.826251,9445
766,1.26276e+06,0.741143,9437
767,1.36552e+06,0.743624,9422
768,1.31924e+06,0.679889,9343
769,1.39487e+06,2.51417,9293
770,1.17458e+06,7.98886,9501
771,1.29615e+06,8.42005,9479
772,1.35816e+06,3.87745,9345
773,1.25271e+06,0.760907,9539
774,1.29387e+06,0.773494,9455
775,1.18137e+06,0.88537,9579
